Country Name,Country Code,Indicator Name,Year,Value
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",2005,11.97880478275
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",2005,6.624556279069281
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",2005,4.67118279918287
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",2005,4.70742490154018
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",2005,4.71437384768798
Euro area,EMU,"Unemployment, total (% of total labor force)",2005,8.9979149708708
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",2005,8.8487171083999
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",2005,8.832722709271179
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",2005,9.64488677263131
European Union,EUU,"Unemployment, total (% of total labor force)",2005,8.935514313808
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force)",2005,7.71897233712477
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force)",2005,6.677048489878549
High income,HIC,"Unemployment, total (% of total labor force)",2005,6.71649264118516
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force)",2005,5.311625749221231
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force)",2005,8.0307137322282
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force)",2005,8.00590701813457
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force)",2005,8.12589635483165
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force)",2005,6.01659854551156
Low & middle income,LMY,"Unemployment, total (% of total labor force)",2005,6.03852890468077
Low income,LIC,"Unemployment, total (% of total labor force)",2005,5.78642973530996
Lower middle income,LMC,"Unemployment, total (% of total labor force)",2005,6.183063813208281
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force)",2005,11.7857206468887
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force)",2005,12.8836196860007
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",2005,12.7816528416823
Middle income,MIC,"Unemployment, total (% of total labor force)",2005,6.0612964938997
North America,NAC,"Unemployment, total (% of total labor force)",2005,5.3558060675368795
OECD members,OED,"Unemployment, total (% of total labor force)",2005,6.63849753680904
Other small states,OSS,"Unemployment, total (% of total labor force)",2005,13.2467925145965
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",2005,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",2005,6.3547093267882895
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",2005,7.79983009610448
Small states,SST,"Unemployment, total (% of total labor force)",2005,12.1613177546794
South Asia,SAS,"Unemployment, total (% of total labor force)",2005,4.65000295764422
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",2005,4.65000295764422
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",2005,8.11414306626242
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",2005,8.11414306626242
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",2005,8.11414306626242
Upper middle income,UMC,"Unemployment, total (% of total labor force)",2005,5.961291420647269
World,WLD,"Unemployment, total (% of total labor force)",2005,6.15932066298237
Afghanistan,AFG,"Unemployment, total (% of total labor force)",2005,8.5
Albania,ALB,"Unemployment, total (% of total labor force)",2005,12.5
Algeria,DZA,"Unemployment, total (% of total labor force)",2005,15.3000001907349
American Samoa,ASM,"Unemployment, total (% of total labor force)",2005,
Andorra,ADO,"Unemployment, total (% of total labor force)",2005,
Angola,AGO,"Unemployment, total (% of total labor force)",2005,6.800000190734861
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",2005,
Argentina,ARG,"Unemployment, total (% of total labor force)",2005,10.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force)",2005,27.7999992370605
Aruba,ABW,"Unemployment, total (% of total labor force)",2005,
Australia,AUS,"Unemployment, total (% of total labor force)",2005,5.0
Austria,AUT,"Unemployment, total (% of total labor force)",2005,5.199999809265139
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",2005,7.300000190734861
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",2005,10.1999998092651
Bahrain,BHR,"Unemployment, total (% of total labor force)",2005,4.40000009536743
Bangladesh,BGD,"Unemployment, total (% of total labor force)",2005,4.30000019073486
Barbados,BRB,"Unemployment, total (% of total labor force)",2005,9.10000038146973
Belarus,BLR,"Unemployment, total (% of total labor force)",2005,6.400000095367429
Belgium,BEL,"Unemployment, total (% of total labor force)",2005,8.39999961853027
Belize,BLZ,"Unemployment, total (% of total labor force)",2005,11.0
Benin,BEN,"Unemployment, total (% of total labor force)",2005,1.29999995231628
Bermuda,BMU,"Unemployment, total (% of total labor force)",2005,
Bhutan,BTN,"Unemployment, total (% of total labor force)",2005,3.0999999046325697
Bolivia,BOL,"Unemployment, total (% of total labor force)",2005,5.400000095367429
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",2005,26.0
Botswana,BWA,"Unemployment, total (% of total labor force)",2005,22.0
Brazil,BRA,"Unemployment, total (% of total labor force)",2005,9.30000019073486
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",2005,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",2005,3.4000000953674303
Bulgaria,BGR,"Unemployment, total (% of total labor force)",2005,10.1000003814697
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",2005,2.70000004768372
Burundi,BDI,"Unemployment, total (% of total labor force)",2005,7.300000190734861
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",2005,9.60000038146973
Cambodia,KHM,"Unemployment, total (% of total labor force)",2005,1.29999995231628
Cameroon,CMR,"Unemployment, total (% of total labor force)",2005,4.40000009536743
Canada,CAN,"Unemployment, total (% of total labor force)",2005,6.699999809265139
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",2005,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",2005,7.0
Chad,TCD,"Unemployment, total (% of total labor force)",2005,7.0
Channel Islands,CHI,"Unemployment, total (% of total labor force)",2005,
Chile,CHL,"Unemployment, total (% of total labor force)",2005,8.0
China,CHN,"Unemployment, total (% of total labor force)",2005,4.099999904632569
Colombia,COL,"Unemployment, total (% of total labor force)",2005,12.0
Comoros,COM,"Unemployment, total (% of total labor force)",2005,6.599999904632571
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",2005,8.199999809265138
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",2005,6.599999904632571
Costa Rica,CRI,"Unemployment, total (% of total labor force)",2005,6.599999904632571
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",2005,4.099999904632569
Croatia,HRV,"Unemployment, total (% of total labor force)",2005,12.6000003814697
Cuba,CUB,"Unemployment, total (% of total labor force)",2005,1.89999997615814
Curacao,CUW,"Unemployment, total (% of total labor force)",2005,
Cyprus,CYP,"Unemployment, total (% of total labor force)",2005,5.300000190734861
Czech Republic,CZE,"Unemployment, total (% of total labor force)",2005,7.900000095367429
Denmark,DNK,"Unemployment, total (% of total labor force)",2005,4.800000190734861
Djibouti,DJI,"Unemployment, total (% of total labor force)",2005,
Dominica,DMA,"Unemployment, total (% of total labor force)",2005,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",2005,18.0
Ecuador,ECU,"Unemployment, total (% of total labor force)",2005,6.599999904632571
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",2005,11.1999998092651
El Salvador,SLV,"Unemployment, total (% of total labor force)",2005,7.199999809265139
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",2005,6.800000190734861
Eritrea,ERI,"Unemployment, total (% of total labor force)",2005,7.5
Estonia,EST,"Unemployment, total (% of total labor force)",2005,7.900000095367429
Ethiopia,ETH,"Unemployment, total (% of total labor force)",2005,5.400000095367429
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",2005,
Fiji,FJI,"Unemployment, total (% of total labor force)",2005,4.59999990463257
Finland,FIN,"Unemployment, total (% of total labor force)",2005,8.39999961853027
France,FRA,"Unemployment, total (% of total labor force)",2005,8.89999961853027
French Polynesia,PYF,"Unemployment, total (% of total labor force)",2005,
Gabon,GAB,"Unemployment, total (% of total labor force)",2005,20.8999996185303
"Gambia, The",GMB,"Unemployment, total (% of total labor force)",2005,7.199999809265139
Georgia,GEO,"Unemployment, total (% of total labor force)",2005,13.8000001907349
Germany,DEU,"Unemployment, total (% of total labor force)",2005,11.1000003814697
Ghana,GHA,"Unemployment, total (% of total labor force)",2005,3.79999995231628
Gibraltar,GIB,"Unemployment, total (% of total labor force)",2005,
Greece,GRC,"Unemployment, total (% of total labor force)",2005,9.80000019073486
Greenland,GRL,"Unemployment, total (% of total labor force)",2005,
Grenada,GRD,"Unemployment, total (% of total labor force)",2005,
Guam,GUM,"Unemployment, total (% of total labor force)",2005,
Guatemala,GTM,"Unemployment, total (% of total labor force)",2005,2.4000000953674303
Guinea,GIN,"Unemployment, total (% of total labor force)",2005,2.0
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force)",2005,6.800000190734861
Guyana,GUY,"Unemployment, total (% of total labor force)",2005,12.6000003814697
Haiti,HTI,"Unemployment, total (% of total labor force)",2005,7.400000095367429
Honduras,HND,"Unemployment, total (% of total labor force)",2005,4.19999980926514
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force)",2005,5.599999904632571
Hungary,HUN,"Unemployment, total (% of total labor force)",2005,7.199999809265139
Iceland,ISL,"Unemployment, total (% of total labor force)",2005,2.5999999046325697
India,IND,"Unemployment, total (% of total labor force)",2005,4.40000009536743
Indonesia,IDN,"Unemployment, total (% of total labor force)",2005,11.1999998092651
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",2005,12.1000003814697
Iraq,IRQ,"Unemployment, total (% of total labor force)",2005,18.0
Ireland,IRL,"Unemployment, total (% of total labor force)",2005,4.30000019073486
Isle of Man,IMY,"Unemployment, total (% of total labor force)",2005,
Israel,ISR,"Unemployment, total (% of total labor force)",2005,9.0
Italy,ITA,"Unemployment, total (% of total labor force)",2005,7.699999809265139
Jamaica,JAM,"Unemployment, total (% of total labor force)",2005,10.8999996185303
Japan,JPN,"Unemployment, total (% of total labor force)",2005,4.40000009536743
Jordan,JOR,"Unemployment, total (% of total labor force)",2005,14.8999996185303
Kazakhstan,KAZ,"Unemployment, total (% of total labor force)",2005,8.10000038146973
Kenya,KEN,"Unemployment, total (% of total labor force)",2005,9.5
Kiribati,KIR,"Unemployment, total (% of total labor force)",2005,
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",2005,4.19999980926514
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",2005,3.70000004768372
Kosovo,KSV,"Unemployment, total (% of total labor force)",2005,
Kuwait,KWT,"Unemployment, total (% of total labor force)",2005,2.0
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",2005,8.10000038146973
Lao PDR,LAO,"Unemployment, total (% of total labor force)",2005,1.39999997615814
Latvia,LVA,"Unemployment, total (% of total labor force)",2005,8.89999961853027
Lebanon,LBN,"Unemployment, total (% of total labor force)",2005,8.199999809265138
Lesotho,LSO,"Unemployment, total (% of total labor force)",2005,36.4000015258789
Liberia,LBR,"Unemployment, total (% of total labor force)",2005,4.90000009536743
Libya,LBY,"Unemployment, total (% of total labor force)",2005,19.5
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",2005,
Lithuania,LTU,"Unemployment, total (% of total labor force)",2005,8.300000190734862
Luxembourg,LUX,"Unemployment, total (% of total labor force)",2005,4.5
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",2005,4.19999980926514
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",2005,37.2999992370605
Madagascar,MDG,"Unemployment, total (% of total labor force)",2005,2.5999999046325697
Malawi,MWI,"Unemployment, total (% of total labor force)",2005,7.900000095367429
Malaysia,MYS,"Unemployment, total (% of total labor force)",2005,3.5
Maldives,MDV,"Unemployment, total (% of total labor force)",2005,13.5
Mali,MLI,"Unemployment, total (% of total labor force)",2005,8.5
Malta,MLT,"Unemployment, total (% of total labor force)",2005,7.300000190734861
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",2005,
Mauritania,MRT,"Unemployment, total (% of total labor force)",2005,32.0999984741211
Mauritius,MUS,"Unemployment, total (% of total labor force)",2005,9.60000038146973
Mexico,MEX,"Unemployment, total (% of total labor force)",2005,3.5
